checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
329,wave101_demo_presentation_writeback,module_delivered,src/demo_wave101_presentation_writeback.py,results/tables/demo_wave101_presentation_writeback.json,Run python -m src.demo_wave101_presentation_writeback after Wave101 closure writeback.,Verify the frontier status entry for wave101_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
330,wave101_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave101_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave101_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave101_external_validation_narrow_slice_coordination_writeback after demo wave101.,Verify the frontier status entry for wave101_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
331,wave102_exploration_baseline_closure_writeback,module_delivered,src/wave102_exploration_baseline_closure_writeback.py,results/tables/wave102_exploration_baseline_closure_writeback.json,Run python -m src.wave102_exploration_baseline_closure_writeback after Wave101 chain.,Verify the frontier status entry for wave102_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
332,wave102_demo_presentation_writeback,module_delivered,src/demo_wave102_presentation_writeback.py,results/tables/demo_wave102_presentation_writeback.json,Run python -m src.demo_wave102_presentation_writeback after Wave102 closure writeback.,Verify the frontier status entry for wave102_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
333,wave102_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave102_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave102_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave102_meeteval_official_narrow_dry_run_coordination_writeback after demo wave102.,Verify the frontier status entry for wave102_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
334,wave103_exploration_baseline_closure_writeback,module_delivered,src/wave103_exploration_baseline_closure_writeback.py,results/tables/wave103_exploration_baseline_closure_writeback.json,Run python -m src.wave103_exploration_baseline_closure_writeback after Wave102 chain.,Verify the frontier status entry for wave103_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
335,wave103_demo_presentation_writeback,module_delivered,src/demo_wave103_presentation_writeback.py,results/tables/demo_wave103_presentation_writeback.json,Run python -m src.demo_wave103_presentation_writeback after Wave103 closure writeback.,Verify the frontier status entry for wave103_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
336,wave103_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave103_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave103_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave103_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave103.,Verify the frontier status entry for wave103_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
337,wave104_exploration_baseline_closure_writeback,module_delivered,src/wave104_exploration_baseline_closure_writeback.py,results/tables/wave104_exploration_baseline_closure_writeback.json,Run python -m src.wave104_exploration_baseline_closure_writeback after Wave103 chain.,Verify the frontier status entry for wave104_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
338,wave104_demo_presentation_writeback,module_delivered,src/demo_wave104_presentation_writeback.py,results/tables/demo_wave104_presentation_writeback.json,Run python -m src.demo_wave104_presentation_writeback after Wave104 closure writeback.,Verify the frontier status entry for wave104_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
339,wave104_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave104_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave104_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave104_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave104.,Verify the frontier status entry for wave104_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
340,wave105_exploration_baseline_closure_writeback,module_delivered,src/wave105_exploration_baseline_closure_writeback.py,results/tables/wave105_exploration_baseline_closure_writeback.json,Run python -m src.wave105_exploration_baseline_closure_writeback after Wave104 chain.,Verify the frontier status entry for wave105_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
